site,species,date,doy,Js_mean,Js_sd,n,Dmean
Jordan,P. fremontii,2004-08-17T07:00:00Z,230,32.7852152599383,6.223231970850403,6,0.800793168
Jordan,T. ramosissima,2004-06-24T07:00:00Z,176,23.013046018955578,9.727934359311236,5,1.342771105
Jordan,T. ramosissima,2004-06-25T07:00:00Z,177,21.05301812455555,9.03724086553911,5,0.800515239
Jordan,T. ramosissima,2004-06-26T07:00:00Z,178,25.15131796768148,9.784701352609561,5,1.53910188
Jordan,T. ramosissima,2004-06-27T07:00:00Z,179,23.49460252081478,7.43171145248875,5,1.458357233
Jordan,T. ramosissima,2004-06-28T07:00:00Z,180,23.25128198074072,5.52345099726569,5,1.101276797
Jordan,T. ramosissima,2004-06-29T07:00:00Z,181,39.22584703240228,7.640865707398004,5,0.962281986
Jordan,T. ramosissima,2004-06-30T07:00:00Z,182,30.28188456611852,9.821034935431166,5,1.633728932
Jordan,T. ramosissima,2004-07-01T07:00:00Z,183,33.69735951979013,10.61805442991803,3,2.110070317
Jordan,T. ramosissima,2004-07-02T07:00:00Z,184,49.93298372028807,15.561650791845416,9,1.978258646
Jordan,T. ramosissima,2004-07-03T07:00:00Z,185,51.778453720087974,13.369328553556894,8,1.528500819
Jordan,T. ramosissima,2004-07-04T07:00:00Z,186,47.474066188107,11.40945875223152,9,1.585199365
Jordan,T. ramosissima,2004-07-05T07:00:00Z,187,51.13583480465432,14.45876680605704,9,1.598205486
Jordan,T. ramosissima,2004-07-17T07:00:00Z,199,41.49431761112035,5.001261721113471,4,1.398880748
Jordan,T. ramosissima,2004-07-18T07:00:00Z,200,49.39693521242592,7.82433535175844,4,1.513718711
Jordan,T. ramosissima,2004-07-19T07:00:00Z,201,45.2613026735648,7.950495929653742,4,1.480522796
Jordan,T. ramosissima,2004-07-20T07:00:00Z,202,46.99777464883335,6.788782185119568,4,1.604711141
Jordan,T. ramosissima,2004-07-21T07:00:00Z,203,41.353171499842574,8.337588379346483,4,1.475678924
Jordan,T. ramosissima,2004-07-22T07:00:00Z,204,47.94111986835185,8.572541418021947,4,1.8541993430000001
Jordan,T. ramosissima,2004-07-23T07:00:00Z,205,45.98830256857408,8.813161863875894,4,1.927969162
Jordan,T. ramosissima,2004-07-24T07:00:00Z,206,44.6154723917315,5.700294021491508,4,2.038890073
Jordan,T. ramosissima,2004-07-25T07:00:00Z,207,49.60147737925101,13.660451575221472,9,1.811934249
Jordan,T. ramosissima,2004-07-26T07:00:00Z,208,48.179653682958325,13.314136724295892,8,1.818787077
Jordan,T. ramosissima,2004-07-27T07:00:00Z,209,51.644130230781926,15.94727916263847,9,1.819513926
Jordan,T. ramosissima,2004-07-28T07:00:00Z,210,55.490029536837966,16.696510813749533,8,2.155032141
Jordan,T. ramosissima,2004-07-29T07:00:00Z,211,55.249281407613154,14.921748539343314,9,2.342753992
Jordan,T. ramosissima,2004-07-30T07:00:00Z,212,51.667482008975334,17.524199764971193,9,2.414923283
Jordan,T. ramosissima,2004-07-31T07:00:00Z,213,51.866479995032414,16.355297778241678,8,2.849626021
Jordan,T. ramosissima,2004-08-01T07:00:00Z,214,35.83955800151851,18.827840428302146,8,1.890419008
Jordan,T. ramosissima,2004-08-02T07:00:00Z,215,32.04982395965843,15.860803188150427,9,1.377096656
Jordan,T. ramosissima,2004-08-03T07:00:00Z,216,38.174886123176954,19.59983020037641,9,1.500156527
Jordan,T. ramosissima,2004-08-04T07:00:00Z,217,41.75238119741152,20.69164191288581,9,2.382708613
Jordan,T. ramosissima,2004-08-05T07:00:00Z,218,43.05329310002883,17.90674978973391,9,2.26561459
Jordan,T. ramosissima,2004-08-06T07:00:00Z,219,51.102538837412716,16.718185355288973,7,2.765361021
Jordan,T. ramosissima,2004-08-07T07:00:00Z,220,57.2070500270463,13.204622879139103,8,2.159482294
Jordan,T. ramosissima,2004-08-08T07:00:00Z,221,59.03816885426853,13.467144593411748,8,2.108593913
Jordan,T. ramosissima,2004-08-09T07:00:00Z,222,58.12672041233333,14.390043208800888,8,2.470830975
Jordan,T. ramosissima,2004-08-10T07:00:00Z,223,57.990136246106474,14.925721835716837,8,2.722880837
Jordan,T. ramosissima,2004-08-11T07:00:00Z,224,59.17315009846297,16.318276393194964,8,2.542592162
Jordan,T. ramosissima,2004-08-12T07:00:00Z,225,57.146162628879615,14.704375421352466,8,1.936456385
Jordan,T. ramosissima,2004-08-13T07:00:00Z,226,54.444445491504624,15.110985849258304,8,2.270255243
Jordan,T. ramosissima,2004-08-14T07:00:00Z,227,53.037963252532414,12.27281484855496,8,2.29762145
Jordan,T. ramosissima,2004-08-15T07:00:00Z,228,50.63419965157869,12.417926669163753,8,2.051831838
Jordan,T. ramosissima,2004-08-16T07:00:00Z,229,48.75118175966668,8.520136262878479,8,1.259126639
Jordan,T. ramosissima,2004-08-17T07:00:00Z,230,41.28658756681483,7.096292127811148,8,0.800793168
Jordan,E. angustifolia,2004-06-22T07:00:00Z,174,202.9550663164815,103.64885932550054,4,1.753058743
Jordan,E. angustifolia,2004-06-23T07:00:00Z,175,236.31592416271633,115.26488188911793,6,2.303311914
Jordan,E. angustifolia,2004-06-24T07:00:00Z,176,242.70360035938302,104.43354803261293,6,1.342771105
Jordan,E. angustifolia,2004-06-25T07:00:00Z,177,234.70770538296284,93.227344404215,6,0.800515239
Jordan,E. angustifolia,2004-06-26T07:00:00Z,178,261.27259202814815,98.3359381179406,6,1.53910188
Jordan,E. angustifolia,2004-06-27T07:00:00Z,179,256.3033381328395,89.1231976366481,6,1.458357233
Jordan,E. angustifolia,2004-06-28T07:00:00Z,180,252.56825893104934,84.1612216311652,6,1.101276797
Jordan,E. angustifolia,2004-06-29T07:00:00Z,181,263.2841121369445,77.63868021694229,4,0.962281986
Jordan,E. angustifolia,2004-06-30T07:00:00Z,182,268.0360420750928,109.92157969879528,4,1.633728932
Jordan,E. angustifolia,2004-07-01T07:00:00Z,183,292.957666635,126.782275291752,4,2.110070317
Jordan,E. angustifolia,2004-07-02T07:00:00Z,184,398.3405319883796,117.14113067263885,8,1.978258646
Jordan,E. angustifolia,2004-07-03T07:00:00Z,185,381.0006880665741,96.84729591330776,8,1.528500819
Jordan,E. angustifolia,2004-07-04T07:00:00Z,186,351.74266120283943,84.55685688949478,9,1.585199365
Jordan,E. angustifolia,2004-07-05T07:00:00Z,187,370.9142497324279,93.3365620944436,9,1.598205486
Jordan,E. angustifolia,2004-07-16T07:00:00Z,198,278.63375961891444,60.96347984187718,9,1.4829884100678354
Jordan,E. angustifolia,2004-07-17T07:00:00Z,199,307.6831054126592,72.17435408940456,10,1.398880748
Jordan,E. angustifolia,2004-07-18T07:00:00Z,200,388.85280144526746,81.82790912029876,9,1.513718711
Jordan,E. angustifolia,2004-07-19T07:00:00Z,201,377.36306533355145,83.99224053266714,9,1.480522796
Jordan,E. angustifolia,2004-07-20T07:00:00Z,202,381.4603837931278,84.6169972969112,9,1.604711141
Jordan,E. angustifolia,2004-07-21T07:00:00Z,203,353.4020715726963,81.05396583679804,10,1.475678924
Jordan,E. angustifolia,2004-07-22T07:00:00Z,204,411.6932813735554,86.78505995608568,10,1.8541993430000001
Jordan,E. angustifolia,2004-07-23T07:00:00Z,205,397.1247417243335,90.99661783764375,10,1.927969162
Jordan,E. angustifolia,2004-07-24T07:00:00Z,206,392.2926931194076,87.61493259102969,10,2.038890073
Jordan,E. angustifolia,2004-07-25T07:00:00Z,207,366.2671590356668,81.85930193181038,10,1.811934249
Jordan,E. angustifolia,2004-07-26T07:00:00Z,208,345.1533366562815,71.97224943543623,10,1.818787077
Jordan,E. angustifolia,2004-07-27T07:00:00Z,209,383.9307050256297,73.92547910940011,10,1.819513926
Jordan,E. angustifolia,2004-07-28T07:00:00Z,210,388.6581497306297,85.542495077941,10,2.155032141
Jordan,E. angustifolia,2004-07-29T07:00:00Z,211,397.21005251433337,98.65932068386671,10,2.342753992
Jordan,E. angustifolia,2004-07-30T07:00:00Z,212,362.6083064130371,88.1874302538616,10,2.414923283
Jordan,E. angustifolia,2004-07-31T07:00:00Z,213,342.2836934532593,86.33321966539773,10,2.849626021
Jordan,E. angustifolia,2004-08-01T07:00:00Z,214,339.5840892526666,74.13078562652483,10,1.890419008
Jordan,E. angustifolia,2004-08-02T07:00:00Z,215,321.7708391985924,64.08193475919795,10,1.377096656
Jordan,E. angustifolia,2004-08-03T07:00:00Z,216,363.7728881953704,68.23505930440464,10,1.500156527
Jordan,E. angustifolia,2004-08-04T07:00:00Z,217,374.868488083498,90.88770024746835,9,2.382708613
Jordan,E. angustifolia,2004-08-05T07:00:00Z,218,366.63541424766663,87.5430839899317,10,2.26561459
Jordan,E. angustifolia,2004-08-06T07:00:00Z,219,384.53746345625933,91.28578292207712,10,2.765361021
Jordan,E. angustifolia,2004-08-07T07:00:00Z,220,391.75677331462066,103.34324714745692,9,2.159482294
Jordan,E. angustifolia,2004-08-08T07:00:00Z,221,384.03013619144235,107.49462101626185,9,2.108593913
Jordan,E. angustifolia,2004-08-09T07:00:00Z,222,373.5548199540211,109.37231878830798,9,2.470830975
Jordan,E. angustifolia,2004-08-10T07:00:00Z,223,371.3277858002732,108.65392484029084,9,2.722880837
Jordan,E. angustifolia,2004-08-11T07:00:00Z,224,369.292976871358,105.93094219989257,9,2.542592162
Jordan,E. angustifolia,2004-08-12T07:00:00Z,225,365.61058702338613,98.76946212164859,9,1.936456385
Jordan,E. angustifolia,2004-08-13T07:00:00Z,226,355.93153460505766,94.81929496989146,9,2.270255243
Jordan,E. angustifolia,2004-08-14T07:00:00Z,227,344.4110715682904,84.18434668071019,9,2.29762145
Jordan,E. angustifolia,2004-08-15T07:00:00Z,228,321.603631932247,70.11240755775164,9,2.051831838
Jordan,E. angustifolia,2004-08-16T07:00:00Z,229,311.18882134012347,70.89007890700057,9,1.259126639
Jordan,E. angustifolia,2004-08-17T07:00:00Z,230,272.50010343805366,62.14448846249372,9,0.800793168
Reservoir,P. hybrid,2004-07-17T07:00:00Z,199,56.22856540084387,15.467611706222185,3,1.203785695
Reservoir,P. hybrid,2004-07-18T07:00:00Z,200,58.77050632911393,14.500641500487209,3,0.831748988
Reservoir,P. hybrid,2004-07-19T07:00:00Z,201,63.6141772151899,18.158173223508292,3,1.130335046
Reservoir,P. hybrid,2004-08-01T07:00:00Z,214,35.44316455696204,13.589378424364476,5,1.24940311
Reservoir,P. hybrid,2004-08-02T07:00:00Z,215,34.28949367088608,15.68067293036592,5,1.046939893
Reservoir,P. hybrid,2004-08-03T07:00:00Z,216,44.0808101265823,19.129195014729525,5,1.037475485
Reservoir,P. hybrid,2004-08-04T07:00:00Z,217,65.8729535864979,16.136204162299094,3,1.503120839
Reservoir,P. hybrid,2004-08-05T07:00:00Z,218,52.40858227848098,17.910811458217413,5,1.608484652
Reservoir,P. hybrid,2004-08-06T07:00:00Z,219,51.26258227848102,15.647977647069858,5,1.692802722
Reservoir,P. hybrid,2004-08-07T07:00:00Z,220,44.06959915611815,15.494926916164028,6,1.544589198
Reservoir,P. hybrid,2004-08-08T07:00:00Z,221,41.55132911392405,13.82494059851526,6,1.557727805
Reservoir,P. hybrid,2004-08-11T07:00:00Z,224,41.40096202531646,13.981869750877124,5,1.898376082
Reservoir,P. hybrid,2004-08-12T07:00:00Z,225,36.14787974683543,11.58645536194066,4,2.007841004
Reservoir,P. hybrid,2004-08-13T07:00:00Z,226,38.19303797468355,13.453234332264692,4,2.042720404
Reservoir,P. hybrid,2004-08-14T07:00:00Z,227,39.198291139240496,14.46731732313312,4,1.990363033
Reservoir,P. hybrid,2004-08-15T07:00:00Z,228,35.96556962025315,12.313125383115162,4,1.478800239
Reservoir,P. hybrid,2004-08-16T07:00:00Z,229,33.3945147679325,10.036980647649148,3,0.936825455
Reservoir,P. hybrid,2004-08-17T07:00:00Z,230,32.87177215189874,10.312270992538641,5,0.728202589
Reservoir,P. hybrid,2004-08-18T07:00:00Z,231,28.4324773960217,8.259949193141232,7,0.531245197
Reservoir,P. hybrid,2004-08-19T07:00:00Z,232,34.95750452079566,11.700063896900389,7,0.786670416
Reservoir,P. hybrid,2004-08-20T07:00:00Z,233,34.651012658227856,11.972460404823321,7,0.803957104
Reservoir,P. hybrid,2004-08-21T07:00:00Z,234,33.56490054249547,11.593020266307569,7,0.880116587
Reservoir,P. hybrid,2004-08-27T07:00:00Z,240,32.873333333333335,9.826888435799434,3,0.633631542
Reservoir,P. hybrid,2004-08-28T07:00:00Z,241,36.4112658227848,11.432192819184873,3,0.923823366
Reservoir,P. hybrid,2004-08-30T07:00:00Z,243,31.84354430379745,12.237127833901404,4,1.450508498
Reservoir,P. hybrid,2004-08-31T07:00:00Z,244,30.140411392405074,12.357371062819201,4,1.768999028
Reservoir,P. hybrid,2004-09-01T07:00:00Z,245,28.314841772151926,11.327647061709442,4,1.840193293
Reservoir,P. hybrid,2004-09-05T07:00:00Z,249,29.987594936708874,10.250737694243474,4,0.688513563
Reservoir,P. hybrid,2004-09-06T07:00:00Z,250,28.52301265822786,10.808535615146367,5,1.023296353
Reservoir,P. hybrid,2004-09-07T07:00:00Z,251,26.66316455696202,12.018084680577056,5,1.257685048
Reservoir,P. hybrid,2004-09-08T07:00:00Z,252,25.01237974683544,11.305275574331155,5,1.486311029
Reservoir,P. hybrid,2004-09-09T07:00:00Z,253,26.416151898734178,8.122423542345576,5,1.488595052
Reservoir,P. hybrid,2004-09-10T07:00:00Z,254,26.32825316455694,8.301351496714702,5,1.326572511
Reservoir,P. hybrid,2004-09-11T07:00:00Z,255,29.3473924050633,7.6459123878441835,5,1.508649284
Reservoir,P. hybrid,2004-09-13T07:00:00Z,257,27.189335443037972,10.561657952626227,4,0.61379877
Reservoir,P. hybrid,2004-09-14T07:00:00Z,258,26.29367088607595,9.012378060643202,4,0.517368559
Reservoir,P. hybrid,2004-09-15T07:00:00Z,259,24.07041139240505,7.038044516223816,4,0.783744077
Reservoir,P. hybrid,2004-09-16T07:00:00Z,260,24.95675949367088,7.522273212038934,5,1.096335888
Reservoir,P. hybrid,2004-09-17T07:00:00Z,261,27.878227848101275,8.970246158006733,4,1.463473023
Reservoir,P. hybrid,2004-09-18T07:00:00Z,262,31.63474683544305,11.425168392317937,4,1.833441854
Reservoir,S. hybrid,2004-07-17T07:00:00Z,199,45.5979566003617,27.09515339771738,7,1.203785695
Reservoir,S. hybrid,2004-07-18T07:00:00Z,200,47.9001446654611,21.719211765507083,7,0.831748988
Reservoir,S. hybrid,2004-07-19T07:00:00Z,201,52.549855334538925,24.63755660257166,7,1.130335046
Reservoir,S. hybrid,2004-07-20T07:00:00Z,202,52.330822784810096,27.884660984172108,4,0.910340878
Reservoir,S. hybrid,2004-07-21T07:00:00Z,203,59.845569620253265,41.065362668604315,3,1.303642114
Reservoir,S. hybrid,2004-07-24T07:00:00Z,206,42.77145569620255,34.543085474122485,4,1.717843647
Reservoir,S. hybrid,2004-07-25T07:00:00Z,207,44.15056962025317,34.09788768386417,4,1.684637855
Reservoir,S. hybrid,2004-07-26T07:00:00Z,208,60.89083758014127,42.97091688409261,4,1.619760854
Reservoir,S. hybrid,2004-07-27T07:00:00Z,209,57.78955696202543,37.62582399487184,4,1.335001652
Reservoir,S. hybrid,2004-07-30T07:00:00Z,212,62.106075949367025,34.55345783179021,4,1.871572527
Reservoir,S. hybrid,2004-07-31T07:00:00Z,213,54.933512658227826,41.86439179636259,4,1.916459961
Reservoir,S. hybrid,2004-08-01T07:00:00Z,214,32.40865506329115,19.661633544753283,8,1.24940311
Reservoir,S. hybrid,2004-08-02T07:00:00Z,215,33.11517580872011,17.43318170722048,9,1.046939893
Reservoir,S. hybrid,2004-08-03T07:00:00Z,216,41.50129746835442,21.289638909488854,8,1.037475485
Reservoir,S. hybrid,2004-08-04T07:00:00Z,217,44.38907923112981,23.821268686339437,9,1.503120839
Reservoir,S. hybrid,2004-08-05T07:00:00Z,218,42.85376933895923,28.996183233103615,9,1.608484652
Reservoir,S. hybrid,2004-08-06T07:00:00Z,219,45.05687763713083,28.51569137008986,9,1.692802722
Reservoir,S. hybrid,2004-08-07T07:00:00Z,220,46.785443037974645,25.15702671696834,7,1.544589198
Reservoir,S. hybrid,2004-08-08T07:00:00Z,221,44.46797468354434,25.116464748835003,7,1.557727805
Reservoir,S. hybrid,2004-08-11T07:00:00Z,224,38.531012658227816,30.760513382239868,7,1.898376082
Reservoir,S. hybrid,2004-08-12T07:00:00Z,225,38.23318264014472,29.1322987839672,7,2.007841004
Reservoir,S. hybrid,2004-08-13T07:00:00Z,226,39.742567811934954,31.495040502386214,7,2.042720404
Reservoir,S. hybrid,2004-08-14T07:00:00Z,227,40.84667269439422,30.315359487480567,7,1.990363033
Reservoir,S. hybrid,2004-08-15T07:00:00Z,228,39.80416139240505,23.56776519130561,8,1.478800239
Reservoir,S. hybrid,2004-08-16T07:00:00Z,229,36.780569620253175,17.845228919347665,8,0.936825455
Reservoir,S. hybrid,2004-08-17T07:00:00Z,230,35.73876582278483,13.996588576962354,8,0.728202589
Reservoir,S. hybrid,2004-08-18T07:00:00Z,231,32.31642405063291,11.799606205211793,8,0.531245197
Reservoir,S. hybrid,2004-08-19T07:00:00Z,232,38.665838607594935,17.514477060737285,8,0.786670416
Reservoir,S. hybrid,2004-08-20T07:00:00Z,233,41.03871609403256,17.792885316816704,7,0.803957104
Reservoir,S. hybrid,2004-08-21T07:00:00Z,234,44.13822784810126,22.012690880932123,7,0.880116587
Reservoir,S. hybrid,2004-08-27T07:00:00Z,240,46.506054852320666,17.605948506124268,6,0.633631542
Reservoir,S. hybrid,2004-08-28T07:00:00Z,241,46.946582278480996,18.632998292255156,7,0.923823366
Reservoir,S. hybrid,2004-08-30T07:00:00Z,243,49.86593128390593,27.924826641732746,7,1.450508498
Reservoir,S. hybrid,2004-08-31T07:00:00Z,244,47.13271247739601,27.673046207859972,7,1.768999028
Reservoir,S. hybrid,2004-09-01T07:00:00Z,245,44.37334538878843,24.069009161425885,7,1.840193293
Reservoir,S. hybrid,2004-09-05T07:00:00Z,249,46.18149545602076,23.57285764114989,8,0.688513563
Reservoir,S. hybrid,2004-09-06T07:00:00Z,250,47.30197784810129,33.62830651396425,8,1.023296353
Reservoir,S. hybrid,2004-09-07T07:00:00Z,251,45.11393987341776,36.332572318040334,8,1.257685048
Reservoir,S. hybrid,2004-09-08T07:00:00Z,252,41.81805379746834,30.593395137504654,8,1.486311029
Reservoir,S. hybrid,2004-09-09T07:00:00Z,253,43.42441229656413,33.984781499668784,7,1.488595052
Reservoir,S. hybrid,2004-09-10T07:00:00Z,254,55.2036075949368,38.93115968266352,4,1.326572511
Reservoir,S. hybrid,2004-09-11T07:00:00Z,255,34.6710759493671,13.44516247503658,6,1.508649284
Reservoir,S. hybrid,2004-09-13T07:00:00Z,257,34.15873417721518,11.159657036066765,6,0.61379877
Reservoir,S. hybrid,2004-09-14T07:00:00Z,258,32.82694092827005,10.31890731152946,6,0.517368559
Reservoir,S. hybrid,2004-09-15T07:00:00Z,259,32.918312236286916,10.182164372103777,6,0.783744077
Reservoir,S. hybrid,2004-09-16T07:00:00Z,260,35.91597468354432,12.337953898617963,5,1.096335888
Reservoir,S. hybrid,2004-09-17T07:00:00Z,261,35.48583820188252,9.227216705853548,4,1.463473023
Reservoir,S. hybrid,2004-09-18T07:00:00Z,262,38.523069620253175,7.011150940372005,4,1.833441854
Todds,A. negundo,2004-07-21T07:00:00Z,203,56.918803510846956,12.703635076701252,11,1.076601478
Todds,A. negundo,2004-07-22T07:00:00Z,204,53.90470299896709,16.88743652734544,10,1.331158535
Todds,A. negundo,2004-07-23T07:00:00Z,205,50.15979097044302,15.606514820965893,10,1.158218925
Todds,A. negundo,2004-07-24T07:00:00Z,206,51.23216994077721,16.450661703891583,10,1.382189249
Todds,A. negundo,2004-07-25T07:00:00Z,207,53.72847118050137,16.019778719568137,10,1.280127802
Todds,A. negundo,2004-07-26T07:00:00Z,208,50.8682305930775,12.67367878595518,7,1.406554082
Todds,A. negundo,2004-07-27T07:00:00Z,209,47.159539289976266,10.900416384612143,8,1.138160719
Todds,A. negundo,2004-07-28T07:00:00Z,210,47.19775186473427,11.987602152360664,8,1.282515736
Todds,A. negundo,2004-07-30T07:00:00Z,212,46.96452174380855,12.75451112695687,8,1.507129898
Todds,A. negundo,2004-07-31T07:00:00Z,213,44.86844940726196,18.699726745385814,3,1.753778231
Todds,A. negundo,2004-08-02T07:00:00Z,215,39.858404624911394,12.226644698404186,14,0.91534775
Todds,A. negundo,2004-08-03T07:00:00Z,216,46.37147969638812,13.246252159194455,14,0.859487435
Todds,A. negundo,2004-08-04T07:00:00Z,217,52.96830616435896,16.517347024013493,14,1.368112727
Todds,A. negundo,2004-08-05T07:00:00Z,218,60.05852583899365,14.80511602183271,6,1.728661107
Todds,A. negundo,2004-08-10T07:00:00Z,223,48.24031348740625,16.959739010817493,8,1.647288915
Todds,A. negundo,2004-08-11T07:00:00Z,224,55.326832426725744,18.974893362204195,15,1.692278747
Todds,A. negundo,2004-08-12T07:00:00Z,225,53.10055588585128,17.759567311457456,16,1.62094611
Todds,A. negundo,2004-08-13T07:00:00Z,226,53.44693778759256,17.822443364978827,16,1.693265477
Todds,A. negundo,2004-08-14T07:00:00Z,227,54.66741537878244,17.834250217705005,16,1.703754348
Todds,A. negundo,2004-08-15T07:00:00Z,228,50.52942878208386,16.522782060755333,16,1.378560986
Todds,A. negundo,2004-08-16T07:00:00Z,229,41.0866011892413,12.173189438701312,16,0.901197985
Todds,A. negundo,2004-08-17T07:00:00Z,230,41.69088213229985,10.58941605673213,16,0.693081253
Todds,A. negundo,2004-08-18T07:00:00Z,231,37.540090744994465,8.68622377468562,16,0.492124396
Todds,A. negundo,2004-08-19T07:00:00Z,232,47.88961091724304,11.773632141141938,10,0.616686028
Todds,A. negundo,2004-08-27T07:00:00Z,240,36.32472805645313,9.815240498528274,12,0.519751931
Todds,A. negundo,2004-08-28T07:00:00Z,241,47.865635857726446,15.86101978000325,13,0.771308449
Todds,A. negundo,2004-08-29T07:00:00Z,242,50.119596475281426,17.65950928573976,13,1.053930935
Todds,A. negundo,2004-08-30T07:00:00Z,243,51.16656408443999,18.70884861647822,13,1.270103642
Todds,A. negundo,2004-08-31T07:00:00Z,244,51.68461570589907,20.370531311215125,12,1.467223216
Todds,A. negundo,2004-09-01T07:00:00Z,245,52.57753476935635,20.04624608445805,13,1.63453618
Todds,A. negundo,2004-09-06T07:00:00Z,250,48.89684115317676,18.623939875625744,15,0.862229884
Todds,A. negundo,2004-09-07T07:00:00Z,251,48.461194199161184,19.41597702119937,15,1.100937243
Todds,A. negundo,2004-09-08T07:00:00Z,252,49.47586134445993,18.12682277570569,15,1.278838972
Todds,A. negundo,2004-09-09T07:00:00Z,253,46.83077897100021,17.610155864270148,15,1.363158867
